"name","gender","ID","reg","falculty","department","course","code","photo","date","Action"
"Macey Kibe","Male",88211382,"X75/8063/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageb.png","29-06-2023 13:192","<button id=""editreg_889"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_889"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Danika Omari","Male",65829967,"X74/7602/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageb.png","29-06-2023 13:191","<button id=""editreg_890"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_890"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Emiliano Nzuki","Male",81637143,"X74/8274/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageb.png","29-06-2023 13:190","<button id=""editreg_891"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_891"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Devon Ratemo","Male",13332769,"X74/2959/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageb.png","29-06-2023 13:19","<button id=""editreg_892"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_892"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Alejandra Akello","Male",64220153,"X74/6779/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageb.png","29-06-2023 13:189","<button id=""editreg_893"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_893"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Asher Khaemba","Female",13684365,"X74/5130/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageg.png","29-06-2023 13:188","<button id=""editreg_894"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_894"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"London Miriti","Male",65236420,"X74/8434/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageb.png","29-06-2023 13:187","<button id=""editreg_895"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_895"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Ben Haji","Male",24497860,"X74/8206/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageb.png","29-06-2023 13:186","<button id=""editreg_896"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_896"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Miguel Thuo","Male",17964072,"X75/7686/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageb.png","29-06-2023 13:185","<button id=""editreg_897"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_897"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Tamara Karuga","Female",44936922,"X75/1747/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageg.png","29-06-2023 13:184","<button id=""editreg_898"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_898"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Ramon Njenga","Male",79296436,"X74/9387/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageb.png","29-06-2023 13:183","<button id=""editreg_899"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_899"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Shelby Mugendi","Female",71872941,"X75/8541/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageg.png","29-06-2023 13:182","<button id=""editreg_900"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_900"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Macy Khamisi","Male",26335979,"X75/7136/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageb.png","29-06-2023 13:181","<button id=""editreg_901"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_901"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Adrian Joel","Female",20017200,"X75/2166/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageg.png","29-06-2023 13:180","<button id=""editreg_902"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_902"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Grady Wanjugu","Male",13784737,"X75/7964/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageb.png","29-06-2023 13:18","<button id=""editreg_903"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_903"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Heather Muchira","Male",24262116,"X74/7139/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageb.png","29-06-2023 13:179","<button id=""editreg_904"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_904"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Norah Mwema","Male",89128817,"X75/8747/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageb.png","29-06-2023 13:178","<button id=""editreg_905"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_905"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Denzel Odiwuor","Male",90480474,"X75/6188/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageb.png","29-06-2023 13:177","<button id=""editreg_906"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_906"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Elisha Musembi","Male",47412727,"X74/4308/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageb.png","29-06-2023 13:176","<button id=""editreg_907"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_907"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
